iter	MultiClass
870	0.06894592752
871	0.06881985946
872	0.06878982847
873	0.06867340793
874	0.06865465832
875	0.06853320454
876	0.06840076813
877	0.06838819776
878	0.06829587278
879	0.06827290857
880	0.06814282049
881	0.06812012671
882	0.06809532782
883	0.06787296082
884	0.06785534952
885	0.06782729192
886	0.06780041209
887	0.06777588441
888	0.06773937397
889	0.06769194937
890	0.06749639759
891	0.06739383147
892	0.06727650636
893	0.06720289845
894	0.06718667012
895	0.0670328596
896	0.06701133897
897	0.06685097587
898	0.06680429155
899	0.06678702121
900	0.06662928329
901	0.06650964731
902	0.06648644539
903	0.06645630532
904	0.06643906912
905	0.06617278803
906	0.06615774648
907	0.06613515272
908	0.066079836
909	0.06600636291
910	0.06599334134
911	0.06594613497
912	0.06586169346
913	0.06576047718
914	0.06572368183
915	0.06566684519
916	0.06565275126
917	0.0654064817
918	0.06539151521
919	0.06537603985
920	0.06533518187
921	0.06530386339
922	0.06526982808
923	0.06519203305
924	0.06516926398
925	0.06515187557
926	0.06502640516
927	0.06500365645
928	0.06498952116
929	0.06497258177
930	0.06496091115
931	0.06494269159
932	0.06481130275
933	0.06478133147
934	0.06477057288
935	0.06475220632
936	0.06470141443
937	0.0646741889
938	0.06465363848
939	0.06449695709
940	0.06422043689
941	0.06417537424
942	0.06416181272
943	0.06414709667
944	0.06401745345
945	0.06395391251
946	0.06393424128
947	0.06369248573
948	0.06367452059
949	0.06365314459
950	0.06362929394
951	0.0636133918
952	0.06359525187
953	0.06357281623
954	0.06353437129
955	0.06351363114
956	0.06348880703
957	0.06343928148
958	0.06342758034
959	0.06338856378
960	0.0632872925
961	0.06326370147
962	0.06324165578
963	0.06321134108
964	0.06312767934
965	0.06303193469
966	0.06293431283
967	0.06291848633
968	0.06279410826
969	0.06276990345
970	0.06275528005
971	0.06273793556
972	0.0627240799
973	0.06271327686
974	0.06268502692
975	0.06265778831
976	0.06256550916
977	0.06255126055
978	0.06250236878
979	0.06242525037
980	0.06232826108
981	0.0623091387
982	0.06226620008
983	0.06224278512
984	0.06204086202
985	0.06193306477
986	0.06162246535
987	0.06155129085
988	0.06153813315
989	0.0615173206
990	0.06149981638
991	0.06147550452
992	0.06135939473
993	0.06133529971
994	0.06131159761
995	0.0612176488
996	0.06120318876
997	0.06118992214
998	0.0611747092
999	0.06095544379
